acteur_id,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp
PA720430,Bernalicis,Ugo,M.,UBE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Nord,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/bernalicis-ugo
PA720446,Liso,Brigitte,Mme,BLI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Nord,Commerçant,https://www.hatvp.fr/pages_nominatives/liso-brigitte
PA720468,Chenu,Sébastien,M.,SCE,PO845401,RN,Rassemblement National,RN,#313567,,19,Nord,Conseiller en communication,https://www.hatvp.fr/pages_nominatives/chenu-sebastien
PA720480,Parmentier-Lecocq,Charlotte,Mme,CLE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,6,Nord,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/parmentier-lecocq-charlotte
PA720552,Rauch,Isabelle,Mme,IRA,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Moselle,Consultante,https://www.hatvp.fr/pages_nominatives/rauch-isabelle-7394
PA720560,Goulet,Perrine,Mme,PGU,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Nièvre,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/goulet-perrine
PA720614,Le Pen,Marine,Mme,MLP,PO845401,RN,Rassemblement National,RN,#313567,,11,Pas-de-Calais,Avocate,https://www.hatvp.fr/pages_nominatives/le-pen-marine
PA720668,Blairy,Emmanuel,M.,EBLA,PO845401,RN,Rassemblement National,RN,#313567,,1,Pas-de-Calais,Fonctionnaire territorial,https://www.hatvp.fr/pages_nominatives/blairy-emmanuel-23519
PA720720,Poueyto,Josy,Mme,JPE,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Pyrénées-Atlantiques,Retraitée de la fonction publique (hors enseignement),https://www.hatvp.fr/pages_nominatives/poueyto-josy-7484
PA720728,Mattei,Jean-Paul,M.,JMT,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Pyrénées-Atlantiques,Notaire,https://www.hatvp.fr/pages_nominatives/mattei-jean-paul
PA720822,Bilde,Bruno,M.,BBI,PO845401,RN,Rassemblement National,RN,#313567,,12,Pas-de-Calais,Juriste,https://www.hatvp.fr/pages_nominatives/bilde-bruno
PA720838,Bourouaha,Soumya,Mme,SBH,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,4,Seine-Saint-Denis,Professeure,https://www.hatvp.fr/pages_nominatives/bourouaha-soumya-24210
PA720846,Lachaud,Bastien,M.,BLA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Seine-Saint-Denis,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/lachaud-bastien
PA720892,Panot,Mathilde,Mme,MPA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Val-de-Marne,Coordinatrice de projets associatifs,https://www.hatvp.fr/pages_nominatives/panot-mathilde
PA720952,Taché,Aurélien,M.,ATA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Val-d'Oise,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/tache-aurelien
PA720960,Serva,Olivier,M.,OSE,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Guadeloupe,Expert comptable,https://www.hatvp.fr/pages_nominatives/serva-olivier
PA720976,Mathiasin,Max,M.,MMT,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Guadeloupe,Fonction publique territoriale,https://www.hatvp.fr/pages_nominatives/mathiasin-max
PA720992,William,Jiovanny,M.,JWI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Martinique,Profession libérale,https://www.hatvp.fr/pages_nominatives/william-jiovanny-20225
PA721004,Lakrafi,Amélia,Mme,ALK,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Français établis hors de France,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/lakrafi-amelia
PA721024,Genetet,Anne,Mme,AGN,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,11,Français établis hors de France,Médecin généraliste,https://www.hatvp.fr/pages_nominatives/genetet-anne
PA721062,Ratenon,Jean-Hugues,M.,JRA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Réunion,Employé (secteur privé),https://www.hatvp.fr/pages_nominatives/ratenon-jean-hugues
PA721110,Sanquer,Nicole,Mme,NSA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Polynésie Française,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/sanquer-nicole
PA721158,Anglade,Pieyre-Alexandre,M.,PAE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Français établis hors de France,Agent contractuel au Parlement européen,https://www.hatvp.fr/pages_nominatives/anglade-pieyre-alexandre
PA721182,Petit,Frédéric,M.,FPE,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Français établis hors de France,Ingénieur,https://www.hatvp.fr/pages_nominatives/petit-frederic
PA721202,Coquerel,Éric,M.,ECO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Seine-Saint-Denis,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/coquerel-eric
PA721210,Corbière,Alexis,M.,ACO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,7,Seine-Saint-Denis,Professeur de lycée professionnel,https://www.hatvp.fr/pages_nominatives/corbiere-alexis
PA721234,Petit,Maud,Mme,MPT,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Val-de-Marne,Chargée de ressources humaines,https://www.hatvp.fr/pages_nominatives/petit-maud
PA721270,Peu,Stéphane,M.,SPE,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Seine-Saint-Denis,Employé,https://www.hatvp.fr/pages_nominatives/peu-stephane
PA721296,Gouffier Valente,Guillaume,M.,GGO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Val-de-Marne,Manager public,https://www.hatvp.fr/pages_nominatives/gouffier-valente-guillaume
PA721314,Schellenberger,Raphaël,M.,RSC,PO840056,NI,Non inscrit,NI,#8D949A,,4,Haut-Rhin,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/schellenberger-raphael
PA721336,Brocard,Blandine,Mme,BBC,PO845454,DEM,Les Démocrates,Dem,#F07E26,,5,Rhône,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/brocard-blandine
PA721410,Bonnivard,Émilie,Mme,EBN,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Savoie,Cadre à la Caisse des Dépôts et Consignations,https://www.hatvp.fr/pages_nominatives/bonnivard-emilie
PA721426,Riotton,Véronique,Mme,VRI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Haute-Savoie,Consultante-Coach en Ressources Humaines,https://www.hatvp.fr/pages_nominatives/riotton-veronique
PA721458,Roseren,Xavier,M.,XRO,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,6,Haute-Savoie,Commerçant,https://www.hatvp.fr/pages_nominatives/roseren-xavier
PA721474,Viry,Stéphane,M.,SVI,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Vosges,Avocat,https://www.hatvp.fr/pages_nominatives/viry-stephane
PA721486,Naegelen,Christophe,M.,CNA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Vosges,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/naegelen-christophe
PA721584,Terlier,Jean,M.,JTR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Tarn,Avocat,https://www.hatvp.fr/pages_nominatives/terlier-jean
PA721612,Guillerm,Carole,Mme,CGUI,PO845454,DEM,Les Démocrates,Dem,#F07E26,,12,Hauts-de-Seine,Conseillère ministérielle,https://www.hatvp.fr/pages_nominatives/guillerm-carole-24466
PA721632,Lemoine,Patricia,Mme,PLOM,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Seine-et-Marne,retraitée,https://www.hatvp.fr/pages_nominatives/lemoine-patricia
PA721750,Calvez,Céline,Mme,CCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Hauts-de-Seine,Consultante communication,https://www.hatvp.fr/pages_nominatives/calvez-celine
PA721764,Grégoire,Olivia,Mme,OGR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,12,Paris,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/gregoire-olivia
PA721816,Boucard,Ian,M.,IBO,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Territoire de Belfort,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/boucard-ian
PA721844,Piron,Béatrice,Mme,BPI,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Yvelines,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/piron-beatrice
PA721852,Lebec,Marie,Mme,MLE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Yvelines,Consultante en affaires publiques,https://www.hatvp.fr/pages_nominatives/lebec-marie
PA721896,Faucillon,Elsa,Mme,EFA,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Hauts-de-Seine,Employée du secteur privé,https://www.hatvp.fr/pages_nominatives/faucillon-elsa
PA721908,Braun-Pivet,Yaël,Mme,YBR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Yvelines,Avocate,https://www.hatvp.fr/pages_nominatives/braun-pivet-yael
PA721916,Pouzyreff,Natalia,Mme,NPU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Yvelines,Ingénieure,https://www.hatvp.fr/pages_nominatives/pouzyreff-natalia
PA721932,Lorho,Marie-France,Mme,MLO,PO845401,RN,Rassemblement National,RN,#313567,,4,Vaucluse,Déléguée médicale,https://www.hatvp.fr/pages_nominatives/lorho-marie-france
PA721960,Obono,Danièle,Mme,DOB,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,17,Paris,Bibliothécaire,https://www.hatvp.fr/pages_nominatives/obono-daniele
PA721984,Latombe,Philippe,M.,PLA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Vendée,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/latombe-philippe
PA722000,Buchou,Stéphane,M.,SBU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Vendée,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/buchou-stephane
PA722070,Henriet,Pierre,M.,PHN,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Vendée,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/henriet-pierre
PA722102,Vidal,Annie,Mme,AVD,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Seine-Maritime,Retraitée de la fonction publique hospitalière,https://www.hatvp.fr/pages_nominatives/vidal-annie
PA722134,Fiévet,Jean-Marie,M.,JFI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Deux-Sèvres,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/fievet-jean-marie
PA722142,Ruffin,François,M.,FRU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Somme,Reporter,https://www.hatvp.fr/pages_nominatives/ruffin-francois
PA722150,Houlié,Sacha,M.,SHO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Vienne,Avocat,https://www.hatvp.fr/pages_nominatives/houlie-sacha
PA722162,Turquois,Nicolas,M.,NTU,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Vienne,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/turquois-nicolas
PA722190,Attal,Gabriel,M.,GAT,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Hauts-de-Seine,Consultant,https://www.hatvp.fr/pages_nominatives/attal-gabriel
PA722252,Rixain,Marie-Pierre,Mme,MRI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Essonne,Consultante en communication,https://www.hatvp.fr/pages_nominatives/rixain-marie-pierre
PA722284,Fuchs,Bruno,M.,BFU,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Haut-Rhin,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/fuchs-bruno
PA722336,Thiébaut,Vincent,M.,VTH,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Bas-Rhin,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/thiebaut-vincent
PA722358,Gassilloud,Thomas,M.,TGA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Rhône,Industriel - Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/gassilloud-thomas
PA722366,Fugit,Jean-Luc,M.,JFU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,11,Rhône,Professeur de faculté,https://www.hatvp.fr/pages_nominatives/fugit-jean-luc
PA722374,Isaac-Sibille,Cyrille,M.,CIS,PO845454,DEM,Les Démocrates,Dem,#F07E26,,12,Rhône,Médecin,https://www.hatvp.fr/pages_nominatives/isaac-sibille-cyrille
PA722382,Dirx,Benjamin,M.,BDI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Saône-et-Loire,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/dirx-benjamin
PA722390,Corneloup,Josiane,Mme,JCR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Saône-et-Loire,Pharmacien,https://www.hatvp.fr/pages_nominatives/corneloup-josiane-2422
PA736201,Taillé-Polian,Sophie,Mme,STI,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,11,Val-de-Marne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/taille-polian-sophie
PA757225,Seo,Mikaele,M.,MIO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Wallis-et-Futuna,Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/seo-mikaele-24245
PA759832,Pannier-Runacher,Agnès,Mme,APN,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Pas-de-Calais,Dirigeante d'entreprise,https://www.hatvp.fr/pages_nominatives/pannier-runacher-agnes
PA774954,Blin,Anne-Laure,Mme,ABI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Maine-et-Loire,Juriste,https://www.hatvp.fr/pages_nominatives/blin-anne-laure-20484
PA774958,Leseul,Gérard,M.,GLE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Seine-Maritime,Cadre d'entreprise / enseignant universitaire,https://www.hatvp.fr/pages_nominatives/leseul-gerard-20487
PA774960,Santiago,Isabelle,Mme,ISA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Val-de-Marne,Cadre territorial,https://www.hatvp.fr/pages_nominatives/santiago-isabelle-8082
PA774962,Lebon,Karine,Mme,KLE,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Réunion,Professeure des écoles,https://www.hatvp.fr/pages_nominatives/lebon-karine-20486
PA791812,Chikirou,Sophia,Mme,SCHI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Paris,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/chikirou-sophia-24207
PA791824,Legrain,Sarah,Mme,SLE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,16,Paris,Professeure de français,https://www.hatvp.fr/pages_nominatives/legrain-sarah-24203
PA793094,Ray,Nicolas,M.,NRA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Allier,Inspecteur principal des Finances publiques,https://www.hatvp.fr/pages_nominatives/ray-nicolas-24253
PA793102,Girard,Christian,M.,CGI,PO845401,RN,Rassemblement National,RN,#313567,,1,Alpes-de-Haute-Provence,Ancien cadre,https://www.hatvp.fr/pages_nominatives/girard-christian-24287
PA793122,Daubié,Romain,M.,RDA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Ain,Avocat,https://www.hatvp.fr/pages_nominatives/daubie-romain
PA793134,Buisson,Jérôme,M.,JBI,PO845401,RN,Rassemblement National,RN,#313567,,4,Ain,Professeur d'italien,https://www.hatvp.fr/pages_nominatives/buisson-jerome-24280
PA793146,Dragon,Nicolas,M.,NDR,PO845401,RN,Rassemblement National,RN,#313567,,1,Aisne,Profession libérale,https://www.hatvp.fr/pages_nominatives/dragon-nicolas-24250
PA793158,Beaurain,José,M.,JBE,PO845401,RN,Rassemblement National,RN,#313567,,4,Aisne,Artisan,https://www.hatvp.fr/pages_nominatives/beaurain-jose-24140
PA793166,Dessigny,Jocelyn,M.,JDG,PO845401,RN,Rassemblement National,RN,#313567,,5,Aisne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/dessigny-jocelyn-24262
PA793174,Monnet,Yannick,M.,YMO,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Allier,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/monnet-yannick-24259
PA793182,Bovet,Jorys,M.,JBV,PO845401,RN,Rassemblement National,RN,#313567,,2,Allier,Chauffeur-livreur,https://www.hatvp.fr/pages_nominatives/bovet-jorys-24137
PA793194,Vuibert,Lionel,M.,LVU,PO840056,NI,Non inscrit,NI,#8D949A,,1,Ardennes,Directeur général,https://www.hatvp.fr/pages_nominatives/vuibert-lionel-24177
PA793214,Abadie-Amiel,Audrey,Mme,AAB,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Ariège,Enseignante,https://www.hatvp.fr/pages_nominatives/abadie-amiel-audrey-29921
PA793218,Guitton,Jordan,M.,JGT,PO845401,RN,Rassemblement National,RN,#313567,,1,Aube,Assistant Parlementaire,https://www.hatvp.fr/pages_nominatives/guitton-jordan-24258
PA793230,Ranc,Angélique,Mme,ARA,PO845401,RN,Rassemblement National,RN,#313567,,3,Aube,Sans activité professionnelle,https://www.hatvp.fr/pages_nominatives/ranc-angelique-24274
PA793246,Falcon,Frédéric,M.,FFA,PO845401,RN,Rassemblement National,RN,#313567,,2,Aude,Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/falcon-frederic-24248
PA793254,Rancoule,Julien,M.,JRN,PO845401,RN,Rassemblement National,RN,#313567,,3,Aude,Profession libérale,https://www.hatvp.fr/pages_nominatives/rancoule-julien-24149
PA793262,Alexandre,Laurent,M.,LAL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Aveyron,Ouvrier qualifié de type industriel,https://www.hatvp.fr/pages_nominatives/alexandre-laurent-24165
PA793270,Rousset,Jean-François,M.,JRO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Aveyron,Chirurgien,https://www.hatvp.fr/pages_nominatives/rousset-jean-francois-24339
PA793290,Lelouis,Gisèle,Mme,GLL,PO845401,RN,Rassemblement National,RN,#313567,,3,Bouches-du-Rhône,Ancien employé,https://www.hatvp.fr/pages_nominatives/lelouis-gisele-24333
PA793298,Tivoli,Lionel,M.,LTI,PO845401,RN,Rassemblement National,RN,#313567,,2,Alpes-Maritimes,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/tivoli-lionel-24176
PA793322,D'Intorni,Christelle,Mme,CIN,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,5,Alpes-Maritimes,Avocate,https://www.hatvp.fr/pages_nominatives/d-intorni-christelle-20430
PA793334,Tribuiani,Cyril,M.,CTR,PO845401,RN,Rassemblement National,RN,#313567,,6,Alpes-Maritimes,Agent d'assurances,https://www.hatvp.fr/pages_nominatives/tribuiani-cyril-30321
PA793342,Martin (Alpes-Maritimes),Alexandra,Mme,AMT,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,8,Alpes-Maritimes,Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/martin-(alpes-maritimes)-alexandra
PA793354,Mélin,Joëlle,Mme,JME,PO845401,RN,Rassemblement National,RN,#313567,,9,Bouches-du-Rhône,Médecin expert judiciaire,https://www.hatvp.fr/pages_nominatives/melin-joelle
PA793362,Gonzalez,José,M.,JGO,PO845401,RN,Rassemblement National,RN,#313567,,10,Bouches-du-Rhône,Ancien employé,https://www.hatvp.fr/pages_nominatives/gonzalez-jose-24144
PA793374,Baubry,Romain,M.,RBA,PO845401,RN,Rassemblement National,RN,#313567,,15,Bouches-du-Rhône,Policier et militaire,https://www.hatvp.fr/pages_nominatives/baubry-romain-24174
PA793382,Taché,Emmanuel,M.,ETA,PO845401,RN,Rassemblement National,RN,#313567,,16,Bouches-du-Rhône,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tache-emmanuel-24318
PA793394,Delaporte,Arthur,M.,ADE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Calvados,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/delaporte-arthur-24229
PA793398,Patrier-Leitus,Jérémie,M.,JPI,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Calvados,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/patrier-leitus-jeremie-24284
PA793432,Allisio,Franck,M.,FAL,PO845401,RN,Rassemblement National,RN,#313567,,12,Bouches-du-Rhône,Profession libérale,https://www.hatvp.fr/pages_nominatives/allisio-franck-24180
PA793444,Bompard,Manuel,M.,MBO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Bouches-du-Rhône,Ingénieur,https://www.hatvp.fr/pages_nominatives/bompard-manuel-16003
PA793452,Davi,Hendrik,M.,HDA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Bouches-du-Rhône,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/davi-hendrik-24305
PA793464,Delogu,Sébastien,M.,SDL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Bouches-du-Rhône,Sans profession,https://www.hatvp.fr/pages_nominatives/delogu-sebastien-24179
PA793508,Brigand,Hubert,M.,HBI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Côte-d'Or,Ancienne profession intermédiaire,https://www.hatvp.fr/pages_nominatives/brigand-hubert-22438
PA793520,Cosson,Mickaël,M.,MCO,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Côtes-d'Armor,Chargé d'opérations urbanisme,https://www.hatvp.fr/pages_nominatives/cosson-mickael-18183
PA793532,Lepvraud,Murielle,Mme,MLV,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Côtes-d'Armor,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/lepvraud-murielle-24168
PA793548,Colombier,Caroline,Mme,CCO,PO845401,RN,Rassemblement National,RN,#313567,,3,Charente,Ancienne avocate / Ancien cadre,https://www.hatvp.fr/pages_nominatives/colombier-caroline-24233
PA793556,Gervais,Sabine,Mme,SGER,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Charente-Maritime,Infirmière puéricultrice,https://www.hatvp.fr/pages_nominatives/gervais-sabine-30436
PA793572,Plassard,Christophe,M.,CPL,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Charente-Maritime,Profession libérale,https://www.hatvp.fr/pages_nominatives/plassard-christophe-24298
PA793592,Grangier,Géraldine,Mme,GGA,PO845401,RN,Rassemblement National,RN,#313567,,4,Doubs,Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/grangier-geraldine-24345
PA793608,Levavasseur,Katiana,Mme,KLV,PO845401,RN,Rassemblement National,RN,#313567,,2,Eure,Ouvrier de type industriel,https://www.hatvp.fr/pages_nominatives/levavasseur-katiana-24133
PA793616,Mauvieux,Kévin,M.,KMA,PO845401,RN,Rassemblement National,RN,#313567,,3,Eure,Conseiller en assurance,https://www.hatvp.fr/pages_nominatives/mauvieux-kevin-24160
PA793624,Brun,Philippe,M.,PBR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Eure,Magistrat administratif,https://www.hatvp.fr/pages_nominatives/brun-philippe-24275
PA793632,Houssin,Timothée,M.,THO,PO845401,RN,Rassemblement National,RN,#313567,,5,Eure,Cadre,https://www.hatvp.fr/pages_nominatives/houssin-timothee-24241
PA793656,Pollet,Lisette,Mme,LPO,PO845401,RN,Rassemblement National,RN,#313567,,2,Drôme,Ouvrier qualifié de type industriel,https://www.hatvp.fr/pages_nominatives/pollet-lisette-24138
PA793664,Pochon,Marie,Mme,MPC,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Drôme,Responsable associative,https://www.hatvp.fr/pages_nominatives/pochon-marie-24145
PA793672,Loir,Christine,Mme,CLO,PO845401,RN,Rassemblement National,RN,#313567,,1,Eure,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/loir-christine-24283
PA793696,Muller,Serge,M.,SMU,PO845401,RN,Rassemblement National,RN,#313567,,2,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/muller-serge-24188
PA793708,Peytavie,Sébastien,M.,SPY,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/peytavie-sebastien-24183
PA793716,Croizier,Laurent,M.,LCR,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Doubs,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/croizier-laurent-24166
